id,predicted
test_000819.jpg,136 125 22
test_000820.jpg,197 59 81
test_000821.jpg,145 132 189
test_000822.jpg,82 37 139
test_000823.jpg,90 152 161
test_000824.jpg,12 31 95
test_000825.jpg,48 95 71
test_000826.jpg,139 136 50
test_000827.jpg,51 152 144
test_000828.jpg,134 137 184
test_000829.jpg,3 83 107
test_000830.jpg,92 121 145
test_000831.jpg,38 165 73
test_000832.jpg,85 44 172
test_000833.jpg,26 68 52
test_000834.jpg,184 143 190
test_000835.jpg,158 141 99
test_000836.jpg,17 135 72
test_000837.jpg,108 159 103
test_000838.jpg,111 188 136
test_000839.jpg,129 17 170
test_000840.jpg,95 194 126
test_000841.jpg,7 11 105
test_000842.jpg,39 177 99
test_000843.jpg,42 170 123
test_000844.jpg,204 145 17
test_000845.jpg,33 39 45
test_000846.jpg,205 92 15
test_000847.jpg,89 127 206
test_000848.jpg,70 117 107
test_000849.jpg,71 4 61
test_000850.jpg,11 30 42
test_000851.jpg,109 107 150
test_000852.jpg,23 16 18
test_000853.jpg,6 209 54
test_000854.jpg,113 60 184
test_000855.jpg,5 10 70
test_000856.jpg,207 210 8
test_000857.jpg,84 76 106
test_000858.jpg,63 49 162
test_000859.jpg,104 73 86
test_000860.jpg,58 23 21
test_000861.jpg,13 137 140
test_000862.jpg,171 94 79
test_000863.jpg,42 124 210
test_000864.jpg,109 110 93
test_000865.jpg,43 11 21
test_000866.jpg,171 128 113
test_000867.jpg,69 132 79
test_000868.jpg,193 146 114
test_000869.jpg,128 50 154
test_000870.jpg,138 183 167
test_000871.jpg,132 120 28
test_000872.jpg,144 86 83
test_000873.jpg,96 55 6
test_000874.jpg,166 83 28
test_000875.jpg,169 144 63
test_000876.jpg,11 62 37
test_000877.jpg,140 51 114
test_000878.jpg,58 33 19
test_000879.jpg,32 189 146
test_000880.jpg,158 86 86
test_000881.jpg,69 69 2
test_000882.jpg,140 138 90
test_000883.jpg,17 20 21
test_000884.jpg,67 57 29
test_000885.jpg,127 80 153
test_000886.jpg,125 100 139
test_000887.jpg,124 46 95
test_000888.jpg,63 4 84
test_000889.jpg,145 129 14
test_000890.jpg,136 37 15
test_000891.jpg,114 109 183
test_000892.jpg,14 131 138
test_000893.jpg,155 140 179
test_000894.jpg,106 198 122
test_000895.jpg,0 17 138
test_000896.jpg,99 166 196
test_000897.jpg,5 191 137
test_000898.jpg,199 175 3
test_000899.jpg,172 184 168
test_000900.jpg,144 75 104
test_000901.jpg,196 147 30
test_000902.jpg,111 177 96
test_000903.jpg,149 162 31
test_000904.jpg,52 99 93
test_000905.jpg,28 139 40
test_000906.jpg,129 93 71
test_000907.jpg,60 56 182
test_000908.jpg,108 155 102
test_000909.jpg,154 29 76
test_000910.jpg,13 88 13
test_000911.jpg,40 76 168
test_000912.jpg,146 15 0
test_000913.jpg,127 184 203
test_000914.jpg,121 11 142
test_000915.jpg,121 53 62
test_000916.jpg,156 22 69
test_000917.jpg,178 57 93
test_000918.jpg,40 148 106
test_000919.jpg,207 98 192
test_000920.jpg,91 94 126
test_000921.jpg,84 130 103
test_000922.jpg,198 202 100
test_000923.jpg,54 39 164
test_000924.jpg,37 25 84
test_000925.jpg,5 15 151
test_000926.jpg,123 155 179
test_000927.jpg,100 61 129
test_000928.jpg,151 171 58
test_000929.jpg,176 124 63
test_000930.jpg,51 87 16
test_000931.jpg,92 149 34
